SiteName,MonitorDate,Concentration,ItemUnit
馬公,2015-12-11,12,μg/m3
金門,2015-12-11,,μg/m3
馬祖,2015-12-11,12,μg/m3
宜蘭,2015-12-11,8,μg/m3
陽明,2015-12-11,6,μg/m3
花蓮,2015-12-11,9,μg/m3
臺東,2015-12-11,8,μg/m3
恆春,2015-12-11,8,μg/m3
屏東,2015-12-11,27,μg/m3
前金,2015-12-11,28,μg/m3
美濃,2015-12-11,19,μg/m3
臺南,2015-12-11,26,μg/m3
新營,2015-12-11,26,μg/m3
嘉義,2015-12-11,31,μg/m3
朴子,2015-12-11,25,μg/m3
斗六,2015-12-11,,μg/m3
南投,2015-12-11,,μg/m3
彰化,2015-12-11,,μg/m3
忠明,2015-12-11,,μg/m3
豐原,2015-12-11,,μg/m3
三義,2015-12-11,,μg/m3
苗栗,2015-12-11,,μg/m3
新竹,2015-12-11,,μg/m3
竹東,2015-12-11,,μg/m3
平鎮,2015-12-11,18,μg/m3
桃園,2015-12-11,16,μg/m3
萬華,2015-12-11,15,μg/m3
士林,2015-12-11,11,μg/m3
板橋,2015-12-11,17,μg/m3
汐止,2015-12-11,15,μg/m3
基隆,2015-12-11,13,μg/m3
馬公,2015-12-08,12,μg/m3
金門,2015-12-08,21,μg/m3
馬祖,2015-12-08,16,μg/m3
宜蘭,2015-12-08,6,μg/m3
陽明,2015-12-08,,μg/m3
花蓮,2015-12-08,5,μg/m3
臺東,2015-12-08,5,μg/m3
恆春,2015-12-08,6,μg/m3
屏東,2015-12-08,46,μg/m3
前金,2015-12-08,39,μg/m3
美濃,2015-12-08,38,μg/m3
臺南,2015-12-08,25,μg/m3
新營,2015-12-08,21,μg/m3
嘉義,2015-12-08,32,μg/m3
朴子,2015-12-08,18,μg/m3
斗六,2015-12-08,27,μg/m3
南投,2015-12-08,21,μg/m3
彰化,2015-12-08,14,μg/m3
忠明,2015-12-08,12,μg/m3
豐原,2015-12-08,12,μg/m3
三義,2015-12-08,8,μg/m3
苗栗,2015-12-08,10,μg/m3
新竹,2015-12-08,9,μg/m3
竹東,2015-12-08,6,μg/m3
平鎮,2015-12-08,9,μg/m3
桃園,2015-12-08,10,μg/m3
萬華,2015-12-08,10,μg/m3
士林,2015-12-08,7,μg/m3
板橋,2015-12-08,11,μg/m3
汐止,2015-12-08,9,μg/m3
基隆,2015-12-08,8,μg/m3
馬公,2015-12-05,15,μg/m3
金門,2015-12-05,29,μg/m3
馬祖,2015-12-05,17,μg/m3
宜蘭,2015-12-05,11,μg/m3
陽明,2015-12-05,4,μg/m3
花蓮,2015-12-05,11,μg/m3
臺東,2015-12-05,7,μg/m3
恆春,2015-12-05,,μg/m3
屏東,2015-12-05,54,μg/m3
前金,2015-12-05,45,μg/m3
美濃,2015-12-05,47,μg/m3
臺南,2015-12-05,39,μg/m3
新營,2015-12-05,43,μg/m3
嘉義,2015-12-05,51,μg/m3
朴子,2015-12-05,37,μg/m3
斗六,2015-12-05,51,μg/m3
南投,2015-12-05,38,μg/m3
彰化,2015-12-05,23,μg/m3
忠明,2015-12-05,26,μg/m3
豐原,2015-12-05,32,μg/m3
三義,2015-12-05,22,μg/m3
苗栗,2015-12-05,15,μg/m3
新竹,2015-12-05,14,μg/m3
竹東,2015-12-05,16,μg/m3
平鎮,2015-12-05,11,μg/m3
桃園,2015-12-05,10,μg/m3
萬華,2015-12-05,10,μg/m3
士林,2015-12-05,8,μg/m3
板橋,2015-12-05,11,μg/m3
汐止,2015-12-05,9,μg/m3
基隆,2015-12-05,9,μg/m3
馬公,2015-12-02,15,μg/m3
金門,2015-12-02,43,μg/m3
馬祖,2015-12-02,17,μg/m3
宜蘭,2015-12-02,12,μg/m3
陽明,2015-12-02,7,μg/m3
花蓮,2015-12-02,8,μg/m3
臺東,2015-12-02,7,μg/m3
恆春,2015-12-02,16,μg/m3
屏東,2015-12-02,40,μg/m3
前金,2015-12-02,47,μg/m3
美濃,2015-12-02,30,μg/m3
臺南,2015-12-02,31,μg/m3
新營,2015-12-02,34,μg/m3
嘉義,2015-12-02,49,μg/m3
朴子,2015-12-02,29,μg/m3
斗六,2015-12-02,47,μg/m3
南投,2015-12-02,37,μg/m3
彰化,2015-12-02,26,μg/m3
忠明,2015-12-02,27,μg/m3
豐原,2015-12-02,30,μg/m3
三義,2015-12-02,23,μg/m3
苗栗,2015-12-02,19,μg/m3
新竹,2015-12-02,18,μg/m3
竹東,2015-12-02,17,μg/m3
平鎮,2015-12-02,18,μg/m3
桃園,2015-12-02,17,μg/m3
萬華,2015-12-02,14,μg/m3
士林,2015-12-02,12,μg/m3
板橋,2015-12-02,15,μg/m3
汐止,2015-12-02,16,μg/m3
基隆,2015-12-02,14,μg/m3
馬公,2015-11-29,20,μg/m3
金門,2015-11-29,27,μg/m3
馬祖,2015-11-29,20,μg/m3
宜蘭,2015-11-29,11,μg/m3
陽明,2015-11-29,7,μg/m3
花蓮,2015-11-29,11,μg/m3
臺東,2015-11-29,10,μg/m3
恆春,2015-11-29,,μg/m3
屏東,2015-11-29,41,μg/m3
前金,2015-11-29,60,μg/m3
美濃,2015-11-29,31,μg/m3
臺南,2015-11-29,55,μg/m3
新營,2015-11-29,60,μg/m3
嘉義,2015-11-29,58,μg/m3
朴子,2015-11-29,48,μg/m3
斗六,2015-11-29,53,μg/m3
南投,2015-11-29,37,μg/m3
彰化,2015-11-29,40,μg/m3
忠明,2015-11-29,43,μg/m3
豐原,2015-11-29,30,μg/m3
三義,2015-11-29,28,μg/m3
苗栗,2015-11-29,26,μg/m3
新竹,2015-11-29,21,μg/m3
竹東,2015-11-29,19,μg/m3
平鎮,2015-11-29,18,μg/m3
桃園,2015-11-29,17,μg/m3
萬華,2015-11-29,12,μg/m3
士林,2015-11-29,13,μg/m3
板橋,2015-11-29,15,μg/m3
汐止,2015-11-29,12,μg/m3
基隆,2015-11-29,10,μg/m3
馬公,2015-11-26,11,μg/m3
金門,2015-11-26,,μg/m3
馬祖,2015-11-26,10,μg/m3
宜蘭,2015-11-26,12,μg/m3
陽明,2015-11-26,9,μg/m3
花蓮,2015-11-26,12,μg/m3
臺東,2015-11-26,11,μg/m3
恆春,2015-11-26,11,μg/m3
屏東,2015-11-26,21,μg/m3
前金,2015-11-26,21,μg/m3
美濃,2015-11-26,19,μg/m3
臺南,2015-11-26,17,μg/m3
新營,2015-11-26,15,μg/m3
嘉義,2015-11-26,17,μg/m3
朴子,2015-11-26,19,μg/m3
斗六,2015-11-26,17,μg/m3
南投,2015-11-26,14,μg/m3
彰化,2015-11-26,12,μg/m3
忠明,2015-11-26,13,μg/m3
豐原,2015-11-26,11,μg/m3
三義,2015-11-26,11,μg/m3
苗栗,2015-11-26,13,μg/m3
新竹,2015-11-26,,μg/m3
竹東,2015-11-26,12,μg/m3
平鎮,2015-11-26,13,μg/m3
桃園,2015-11-26,12,μg/m3
萬華,2015-11-26,12,μg/m3
士林,2015-11-26,12,μg/m3
板橋,2015-11-26,13,μg/m3
汐止,2015-11-26,12,μg/m3
基隆,2015-11-26,,μg/m3
馬公,2015-11-20,16,μg/m3
金門,2015-11-20,30,μg/m3
馬祖,2015-11-20,27,μg/m3
宜蘭,2015-11-20,9,μg/m3
陽明,2015-11-20,2,μg/m3
花蓮,2015-11-20,7,μg/m3
臺東,2015-11-20,3,μg/m3
恆春,2015-11-20,3,μg/m3
屏東,2015-11-20,46,μg/m3
前金,2015-11-20,39,μg/m3
美濃,2015-11-20,36,μg/m3
臺南,2015-11-20,30,μg/m3
新營,2015-11-20,42,μg/m3
嘉義,2015-11-20,54,μg/m3
朴子,2015-11-20,32,μg/m3
斗六,2015-11-20,58,μg/m3
南投,2015-11-20,47,μg/m3
彰化,2015-11-20,30,μg/m3
忠明,2015-11-20,29,μg/m3
豐原,2015-11-20,35,μg/m3
三義,2015-11-20,19,μg/m3
苗栗,2015-11-20,16,μg/m3
新竹,2015-11-20,12,μg/m3
竹東,2015-11-20,10,μg/m3
平鎮,2015-11-20,9,μg/m3
桃園,2015-11-20,10,μg/m3
萬華,2015-11-20,9,μg/m3
士林,2015-11-20,10,μg/m3
板橋,2015-11-20,10,μg/m3
汐止,2015-11-20,9,μg/m3
基隆,2015-11-20,8,μg/m3
馬公,2015-11-17,28,μg/m3
金門,2015-11-17,29,μg/m3
馬祖,2015-11-17,21,μg/m3
宜蘭,2015-11-17,11,μg/m3
陽明,2015-11-17,16,μg/m3
花蓮,2015-11-17,6,μg/m3
臺東,2015-11-17,5,μg/m3
恆春,2015-11-17,3,μg/m3
屏東,2015-11-17,31,μg/m3
前金,2015-11-17,29,μg/m3
美濃,2015-11-17,28,μg/m3
臺南,2015-11-17,40,μg/m3
新營,2015-11-17,41,μg/m3
嘉義,2015-11-17,35,μg/m3
朴子,2015-11-17,54,μg/m3
斗六,2015-11-17,44,μg/m3
南投,2015-11-17,31,μg/m3
彰化,2015-11-17,36,μg/m3
忠明,2015-11-17,38,μg/m3
豐原,2015-11-17,30,μg/m3
三義,2015-11-17,24,μg/m3
苗栗,2015-11-17,29,μg/m3
新竹,2015-11-17,34,μg/m3
竹東,2015-11-17,27,μg/m3
平鎮,2015-11-17,49,μg/m3
桃園,2015-11-17,46,μg/m3
萬華,2015-11-17,21,μg/m3
士林,2015-11-17,23,μg/m3
板橋,2015-11-17,39,μg/m3
汐止,2015-11-17,27,μg/m3
基隆,2015-11-17,31,μg/m3
馬公,2015-11-14,15,μg/m3
金門,2015-11-14,24,μg/m3
馬祖,2015-11-14,11,μg/m3
宜蘭,2015-11-14,16,μg/m3
陽明,2015-11-14,6,μg/m3
花蓮,2015-11-14,8,μg/m3
臺東,2015-11-14,6,μg/m3
恆春,2015-11-14,3,μg/m3
屏東,2015-11-14,38,μg/m3
前金,2015-11-14,40,μg/m3
美濃,2015-11-14,33,μg/m3
臺南,2015-11-14,48,μg/m3
新營,2015-11-14,55,μg/m3
嘉義,2015-11-14,48,μg/m3
朴子,2015-11-14,48,μg/m3
斗六,2015-11-14,52,μg/m3
南投,2015-11-14,37,μg/m3
彰化,2015-11-14,35,μg/m3
忠明,2015-11-14,32,μg/m3
豐原,2015-11-14,24,μg/m3
三義,2015-11-14,23,μg/m3
苗栗,2015-11-14,26,μg/m3
新竹,2015-11-14,19,μg/m3
竹東,2015-11-14,18,μg/m3
平鎮,2015-11-14,22,μg/m3
桃園,2015-11-14,20,μg/m3
萬華,2015-11-14,16,μg/m3
士林,2015-11-14,16,μg/m3
板橋,2015-11-14,17,μg/m3
汐止,2015-11-14,14,μg/m3
基隆,2015-11-14,11,μg/m3
馬公,2015-11-11,17,μg/m3
金門,2015-11-11,25,μg/m3
馬祖,2015-11-11,24,μg/m3
宜蘭,2015-11-11,12,μg/m3
陽明,2015-11-11,3,μg/m3
花蓮,2015-11-11,10,μg/m3
臺東,2015-11-11,9,μg/m3
恆春,2015-11-11,8,μg/m3
屏東,2015-11-11,47,μg/m3
前金,2015-11-11,38,μg/m3
美濃,2015-11-11,38,μg/m3
臺南,2015-11-11,34,μg/m3
新營,2015-11-11,38,μg/m3
嘉義,2015-11-11,43,μg/m3
朴子,2015-11-11,30,μg/m3
斗六,2015-11-11,40,μg/m3
南投,2015-11-11,32,μg/m3
彰化,2015-11-11,18,μg/m3
忠明,2015-11-11,21,μg/m3
豐原,2015-11-11,27,μg/m3
三義,2015-11-11,17,μg/m3
苗栗,2015-11-11,15,μg/m3
新竹,2015-11-11,13,μg/m3
竹東,2015-11-11,11,μg/m3
平鎮,2015-11-11,15,μg/m3
桃園,2015-11-11,17,μg/m3
萬華,2015-11-11,18,μg/m3
士林,2015-11-11,15,μg/m3
板橋,2015-11-11,17,μg/m3
汐止,2015-11-11,18,μg/m3
基隆,2015-11-11,16,μg/m3
馬公,2015-11-23,12,μg/m3
金門,2015-11-23,16,μg/m3
馬祖,2015-11-23,16,μg/m3
宜蘭,2015-11-23,10,μg/m3
陽明,2015-11-23,4,μg/m3
花蓮,2015-11-23,7,μg/m3
臺東,2015-11-23,6,μg/m3
恆春,2015-11-23,6,μg/m3
屏東,2015-11-23,43,μg/m3
前金,2015-11-23,40,μg/m3
美濃,2015-11-23,30,μg/m3
臺南,2015-11-23,33,μg/m3
新營,2015-11-23,30,μg/m3
嘉義,2015-11-23,37,μg/m3
朴子,2015-11-23,25,μg/m3
斗六,2015-11-23,34,μg/m3
南投,2015-11-23,25,μg/m3
彰化,2015-11-23,18,μg/m3
忠明,2015-11-23,16,μg/m3
豐原,2015-11-23,14,μg/m3
三義,2015-11-23,11,μg/m3
苗栗,2015-11-23,13,μg/m3
新竹,2015-11-23,12,μg/m3
竹東,2015-11-23,10,μg/m3
平鎮,2015-11-23,13,μg/m3
桃園,2015-11-23,11,μg/m3
萬華,2015-11-23,12,μg/m3
士林,2015-11-23,10,μg/m3
板橋,2015-11-23,12,μg/m3
汐止,2015-11-23,12,μg/m3
基隆,2015-11-23,11,μg/m3
馬公,2015-11-08,,μg/m3
金門,2015-11-08,41,μg/m3
馬祖,2015-11-08,15,μg/m3
宜蘭,2015-11-08,13,μg/m3
陽明,2015-11-08,29,μg/m3
花蓮,2015-11-08,7,μg/m3
臺東,2015-11-08,6,μg/m3
恆春,2015-11-08,4,μg/m3
屏東,2015-11-08,40,μg/m3
前金,2015-11-08,32,μg/m3
美濃,2015-11-08,32,μg/m3
臺南,2015-11-08,36,μg/m3
新營,2015-11-08,54,μg/m3
嘉義,2015-11-08,56,μg/m3
朴子,2015-11-08,60,μg/m3
斗六,2015-11-08,64,μg/m3
南投,2015-11-08,41,μg/m3
彰化,2015-11-08,73,μg/m3
忠明,2015-11-08,74,μg/m3
豐原,2015-11-08,51,μg/m3
三義,2015-11-08,44,μg/m3
苗栗,2015-11-08,43,μg/m3
新竹,2015-11-08,52,μg/m3
竹東,2015-11-08,36,μg/m3
平鎮,2015-11-08,59,μg/m3
桃園,2015-11-08,52,μg/m3
萬華,2015-11-08,41,μg/m3
士林,2015-11-08,47,μg/m3
板橋,2015-11-08,56,μg/m3
汐止,2015-11-08,42,μg/m3
基隆,2015-11-08,37,μg/m3
馬公,2015-11-05,13,μg/m3
金門,2015-11-05,18,μg/m3
馬祖,2015-11-05,6,μg/m3
宜蘭,2015-11-05,4,μg/m3
陽明,2015-11-05,4,μg/m3
花蓮,2015-11-05,5,μg/m3
臺東,2015-11-05,4,μg/m3
恆春,2015-11-05,2,μg/m3
屏東,2015-11-05,35,μg/m3
前金,2015-11-05,42,μg/m3
美濃,2015-11-05,25,μg/m3
臺南,2015-11-05,26,μg/m3
新營,2015-11-05,33,μg/m3
嘉義,2015-11-05,39,μg/m3
朴子,2015-11-05,33,μg/m3
斗六,2015-11-05,58,μg/m3
南投,2015-11-05,35,μg/m3
彰化,2015-11-05,43,μg/m3
忠明,2015-11-05,52,μg/m3
豐原,2015-11-05,47,μg/m3
三義,2015-11-05,53,μg/m3
苗栗,2015-11-05,38,μg/m3
新竹,2015-11-05,30,μg/m3
竹東,2015-11-05,38,μg/m3
平鎮,2015-11-05,20,μg/m3
桃園,2015-11-05,16,μg/m3
萬華,2015-11-05,7,μg/m3
士林,2015-11-05,8,μg/m3
板橋,2015-11-05,9,μg/m3
汐止,2015-11-05,6,μg/m3
基隆,2015-11-05,4,μg/m3
馬公,2015-11-02,17,μg/m3
金門,2015-11-02,18,μg/m3
馬祖,2015-11-02,19,μg/m3
宜蘭,2015-11-02,5,μg/m3
陽明,2015-11-02,3,μg/m3
花蓮,2015-11-02,4,μg/m3
臺東,2015-11-02,4,μg/m3
恆春,2015-11-02,4,μg/m3
屏東,2015-11-02,36,μg/m3
前金,2015-11-02,31,μg/m3
美濃,2015-11-02,27,μg/m3
臺南,2015-11-02,23,μg/m3
新營,2015-11-02,24,μg/m3
嘉義,2015-11-02,26,μg/m3
朴子,2015-11-02,23,μg/m3
斗六,2015-11-02,23,μg/m3
南投,2015-11-02,16,μg/m3
彰化,2015-11-02,16,μg/m3
忠明,2015-11-02,14,μg/m3
豐原,2015-11-02,12,μg/m3
三義,2015-11-02,12,μg/m3
苗栗,2015-11-02,16,μg/m3
新竹,2015-11-02,20,μg/m3
竹東,2015-11-02,9,μg/m3
平鎮,2015-11-02,20,μg/m3
桃園,2015-11-02,20,μg/m3
萬華,2015-11-02,22,μg/m3
士林,2015-11-02,14,μg/m3
板橋,2015-11-02,22,μg/m3
汐止,2015-11-02,24,μg/m3
基隆,2015-11-02,23,μg/m3
馬公,2015-10-30,29,μg/m3
金門,2015-10-30,43,μg/m3
馬祖,2015-10-30,20,μg/m3
宜蘭,2015-10-30,20,μg/m3
陽明,2015-10-30,15,μg/m3
花蓮,2015-10-30,16,μg/m3
臺東,2015-10-30,14,μg/m3
恆春,2015-10-30,12,μg/m3
屏東,2015-10-30,37,μg/m3
前金,2015-10-30,43,μg/m3
美濃,2015-10-30,37,μg/m3
臺南,2015-10-30,40,μg/m3
新營,2015-10-30,38,μg/m3
嘉義,2015-10-30,34,μg/m3
朴子,2015-10-30,49,μg/m3
斗六,2015-10-30,34,μg/m3
南投,2015-10-30,28,μg/m3
彰化,2015-10-30,31,μg/m3
忠明,2015-10-30,31,μg/m3
豐原,2015-10-30,24,μg/m3
三義,2015-10-30,22,μg/m3
苗栗,2015-10-30,23,μg/m3
新竹,2015-10-30,23,μg/m3
竹東,2015-10-30,21,μg/m3
平鎮,2015-10-30,30,μg/m3
桃園,2015-10-30,27,μg/m3
萬華,2015-10-30,20,μg/m3
士林,2015-10-30,21,μg/m3
板橋,2015-10-30,24,μg/m3
汐止,2015-10-30,,μg/m3
基隆,2015-10-30,22,μg/m3
馬公,2015-10-27,27,μg/m3
金門,2015-10-27,32,μg/m3
馬祖,2015-10-27,32,μg/m3
宜蘭,2015-10-27,19,μg/m3
陽明,2015-10-27,23,μg/m3
花蓮,2015-10-27,14,μg/m3
臺東,2015-10-27,15,μg/m3
恆春,2015-10-27,18,μg/m3
屏東,2015-10-27,25,μg/m3
前金,2015-10-27,22,μg/m3
美濃,2015-10-27,24,μg/m3
臺南,2015-10-27,25,μg/m3
新營,2015-10-27,29,μg/m3
嘉義,2015-10-27,33,μg/m3
朴子,2015-10-27,33,μg/m3
斗六,2015-10-27,43,μg/m3
南投,2015-10-27,46,μg/m3
彰化,2015-10-27,48,μg/m3
忠明,2015-10-27,46,μg/m3
豐原,2015-10-27,50,μg/m3
三義,2015-10-27,48,μg/m3
苗栗,2015-10-27,38,μg/m3
新竹,2015-10-27,36,μg/m3
竹東,2015-10-27,34,μg/m3
平鎮,2015-10-27,37,μg/m3
桃園,2015-10-27,33,μg/m3
萬華,2015-10-27,28,μg/m3
士林,2015-10-27,29,μg/m3
板橋,2015-10-27,31,μg/m3
汐止,2015-10-27,31,μg/m3
基隆,2015-10-27,27,μg/m3
馬公,2015-10-24,20,μg/m3
金門,2015-10-24,32,μg/m3
